fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,type,quality
5.1,0.33,0.22,1.6,27.0,18.0,89.0,9.893,3.51,0.38,12.5,white,7.0
6.4,0.31,0.28,1.5,37.0,12.0,119.0,9.919,3.32,0.51,10.4,white,7.0
7.3,0.2,0.44,1.4,45.0,21.0,98.0,9.924,3.15,0.46,10,white,7.0
5.7,0.32,0.5,2.6,49.0,17.0,155.0,9.927,3.22,0.64,10,white,6.0
6.4,0.31,0.28,1.5,37.0,12.0,119.0,9.919,3.32,0.51,10.4,white,7.0
7.3,0.2,0.44,1.4,45.0,21.0,98.0,9.924,3.15,0.46,10,white,7.0
7.2,0.28,0.26,12.5,46.0,48.0,179.0,9.975,3.1,0.52,9,white,6.0
7.5,0.35,0.28,9.6,51.0,26.0,157.0,9.969,3.12,0.53,9.2,white,6.0
7.2,0.27,0.27,2.4,48.0,30.0,149.0,9.936,3.1,0.51,9.2,white,6.0
6.0,0.36,0.39,3.2,27.0,20.0,125.0,991.0,3.38,0.39,11.3,white,7.0
5.1,0.33,0.22,1.6,27.0,18.0,89.0,9.893,3.51,0.38,12.5,white,7.0
5.0,0.17,0.56,1.5,26.0,24.0,115.0,9.906,3.48,0.39,10.8,white,7.0
6.3,0.39,0.35,5.9,0.04,82.5,260.0,9.941,3.12,0.66,10.1,white,5.0
6.7,0.21,0.32,5.4,47.0,29.0,140.0,995.0,3.39,0.46,9.7,white,6.0
7.0,0.3,0.38,14.9,32.0,60.0,181.0,9.983,3.18,0.61,9.3,white,7.0
7.0,0.3,0.38,14.9,32.0,60.0,181.0,9.983,3.18,0.61,9.3,white,7.0
6.5,0.36,0.32,1.1,31.0,13.0,66.0,9.916,3.1,0.46,10.6,white,5.0
6.1,0.55,0.15,9.8,31.0,19.0,125.0,9.957,3.36,0.47,10.2,white,6.0
7.3,0.24,0.43,2.0,21.0,20.0,69.0,0.99,3.08,0.56,12.2,white,6.0
6.8,0.37,0.51,11.8,44.0,62.0,163.0,9.976,3.19,0.44,8.8,white,5.0
6.8,0.27,0.12,1.3,0.04,87.0,168.0,992.0,3.18,0.41,10,white,5.0
8.2,0.28,0.42,1.8,31.0,30.0,93.0,9.917,3.09,0.39,11.4,white,5.0
6.3,0.2,0.4,1.5,37.0,35.0,107.0,9.917,3.46,0.5,11.4,white,6.0
5.9,0.26,0.27,18.2,48.0,52.0,168.0,9.993,3.35,0.44,9.4,white,5.0
6.4,0.19,0.42,2.9,32.0,32.0,83.0,9.908,3.3,0.41,11.7,white,6.0
6.3,0.2,0.4,1.5,37.0,35.0,107.0,9.917,3.46,0.5,11.4,white,6.0
6.8,0.37,0.51,11.8,44.0,62.0,163.0,9.976,3.19,0.44,8.8,white,5.0
6.1,0.35,0.07,1.4,69.0,22.0,108.0,9.934,3.23,0.52,9.2,white,5.0
7.1,0.27,0.31,18.2,46.0,55.0,252.0,1.0,3.07,0.56,8.7,white,5.0
6.8,0.22,0.31,6.3,35.0,33.0,170.0,9.918,3.24,0.66,12.6,white,6.0
6.8,0.27,0.12,1.3,0.04,87.0,168.0,992.0,3.18,0.41,10,white,5.0
5.8,0.28,0.34,4.0,31.0,40.0,99.0,9.896,3.39,0.39,12.8,white,7.0
6.9,0.49,0.24,1.2,49.0,13.0,125.0,9.932,3.17,0.51,9.4,white,5.0
6.3,0.14,0.39,1.2,44.0,26.0,116.0,992.0,3.26,0.53,10.3,white,6.0
8.2,0.28,0.42,1.8,31.0,30.0,93.0,9.917,3.09,0.39,11.4,white,5.0
7.2,0.25,0.39,18.95,38.0,42.0,155.0,9.999,2.97,0.47,9,white,6.0
7.3,0.28,0.36,12.7,0.04,38.0,140.0,998.0,3.3,0.79,9.6,white,6.0
7.2,0.19,0.39,1.2,36.0,32.0,85.0,9.918,3.16,0.5,10.5,white,5.0
7.2,0.19,0.39,1.2,36.0,32.0,85.0,9.918,3.16,0.5,10.5,white,5.0
7.2,0.25,0.39,18.95,38.0,42.0,155.0,9.999,2.97,0.47,9,white,6.0
7.3,0.28,0.36,12.7,0.04,38.0,140.0,998.0,3.3,0.79,9.6,white,6.0
7.4,0.21,0.27,1.2,41.0,27.0,99.0,9.927,3.19,0.33,9.8,white,6.0
6.8,0.26,0.22,7.7,47.0,57.0,210.0,9.959,3.1,0.47,9,white,5.0
None,0.21,0.27,1.2,41.0,27.0,99.0,9.927,3.19,0.33,9.8,white,6.0
7.4,0.31,0.28,1.6,0.05,33.0,137.0,9.929,3.31,0.56,10.5,white,6.0
7.0,0.22,0.31,2.7,0.03,41.0,136.0,9.898,3.16,0.37,12.7,white,7.0
7.0,0.21,0.28,8.7,45.0,37.0,222.0,9.954,3.25,0.54,10.4,white,6.0
7.0,0.21,0.28,8.6,45.0,37.0,221.0,9.954,3.25,0.54,10.4,white,6.0
7.0,0.21,0.28,8.6,45.0,37.0,221.0,9.954,3.25,0.54,10.4,white,6.0
6.9,0.23,0.38,8.3,47.0,47.0,162.0,9.954,3.34,0.52,10.5,white,7.0
7.0,0.21,0.28,8.7,45.0,37.0,222.0,9.954,3.25,0.54,10.4,white,6.0
7.0,0.21,0.28,8.6,45.0,37.0,221.0,9.954,3.25,0.54,10.4,white,6.0
6.8,0.29,0.5,13.3,53.0,48.0,194.0,9.974,3.09,0.45,9.4,white,5.0
7.8,0.21,0.27,1.2,51.0,20.0,89.0,9.936,3.06,0.46,9.1,white,5.0
7.1,0.31,0.47,13.6,56.0,54.0,197.0,9.978,3.1,0.49,9.3,white,5.0
6.8,0.29,0.5,13.3,53.0,48.0,194.0,9.974,3.09,0.45,9.4,white,5.0
6.4,0.34,0.1,1.1,48.0,19.0,84.0,9.927,3.21,0.38,9.8,white,5.0
7.4,155.0,0.34,2.3,45.0,73.5,214.0,9.934,3.18,0.61,9.9,white,7.0
7.2,0.55,0.09,1.5,108.0,16.0,151.0,9.938,3.07,0.57,9.2,white,4.0
7.0,0.23,0.36,7.1,28.0,31.0,104.0,9.922,3.35,0.47,12.1,white,8.0
6.9,0.2,0.37,6.2,27.0,24.0,97.0,992.0,3.38,0.49,12.2,white,7.0
6.1,0.28,0.32,2.5,42.0,23.0,218.5,9.935,3.27,0.6,9.8,white,5.0
6.6,0.16,0.32,1.4,35.0,49.0,186.0,9.906,3.35,0.64,12.4,white,8.0
7.4,155.0,0.34,2.3,45.0,73.5,214.0,9.934,3.18,0.61,9.9,white,7.0
6.2,0.35,0.04,1.2,0.06,23.0,108.0,9.934,3.26,0.54,9.2,white,5.0
6.7,0.22,0.37,1.6,28.0,24.0,102.0,9.913,3.29,0.59,11.6,white,7.0
6.1,0.38,0.2,6.6,33.0,25.0,137.0,9.938,3.3,0.69,10.4,white,6.0
6.0,0.25,0.28,2.2,26.0,54.0,126.0,9.898,3.43,0.65,12.9,white,8.0
6.6,0.52,0.44,12.2,48.0,54.0,245.0,9.975,3.26,0.54,9.3,white,6.0
6.9,0.24,0.36,20.8,31.0,40.0,139.0,9.975,3.2,0.33,11,white,6.0
7.1,0.32,0.32,11.0,38.0,16.0,66.0,9.937,3.24,0.4,11.5,white,3.0
5.8,0.28,0.27,2.6,54.0,30.0,156.0,9.914,3.53,0.42,12.4,white,5.0
6.5,0.41,0.24,14.0,48.0,24.0,113.0,9.982,3.44,0.53,9.8,white,6.0
6.5,0.41,0.24,14.0,48.0,24.0,113.0,9.982,3.44,0.53,9.8,white,6.0
6.4,0.28,0.29,1.6,52.0,34.0,127.0,9.929,3.48,0.56,10.5,white,7.0
7.2,0.6,0.2,9.9,0.07,21.0,174.0,9.971,3.03,0.54,9.1,white,5.0
6.1,0.2,0.25,1.2,38.0,34.0,128.0,9.921,3.24,0.44,10.1,white,5.0
5.9,0.46,0.14,2.7,42.0,27.0,160.0,9.931,3.46,0.51,10.6,white,7.0
6.0,0.27,0.27,1.6,46.0,32.0,113.0,9.924,3.41,0.51,10.5,white,7.0
6.4,0.28,0.29,1.6,52.0,34.0,127.0,9.929,3.48,0.56,10.5,white,7.0
6.4,0.41,0.24,14.0,48.0,24.0,113.0,9.982,3.44,0.53,9.8,white,6.0
6.3,0.23,0.31,1.5,22.0,11.0,82.0,9.892,3.3,0.4,12.9,white,7.0
7.1,0.21,0.27,8.6,56.0,26.0,111.0,9.956,2.95,0.52,9.5,white,5.0
6.0,0.37,0.32,1.0,53.0,31.0,218.5,9.924,3.29,0.72,9.8,white,6.0
6.1,0.43,0.35,9.1,59.0,83.0,249.0,9.971,3.37,0.5,8.5,white,5.0
7.1,0.21,0.27,8.6,56.0,26.0,111.0,9.956,2.95,0.52,9.5,white,5.0
7.0,0.25,0.29,15.2,47.0,40.0,171.0,9.982,3.22,0.45,9.3,white,5.0
5.9,0.25,0.19,12.4,47.0,50.0,162.0,9.973,3.35,0.38,9.5,white,5.0
6.8,0.32,0.21,2.2,44.0,15.0,68.0,9.932,3.17,0.39,9.4,white,6.0
7.2,0.39,0.62,11.0,47.0,66.0,178.0,9.976,3.16,0.5,8.7,white,5.0
6.3,0.21,0.58,10.0,81.0,34.0,126.0,9.962,2.95,0.46,8.9,white,5.0
7.0,0.14,0.32,9.0,39.0,54.0,141.0,9.956,3.22,0.43,9.4,white,6.0
6.8,0.32,0.21,2.2,44.0,15.0,68.0,9.932,3.17,0.39,9.4,white,6.0
7.2,0.39,0.62,11.0,47.0,66.0,178.0,9.976,3.16,0.5,8.7,white,5.0
7.2,0.29,0.53,18.15,47.0,59.0,182.0,9.992,3.09,0.52,9.6,white,5.0
8.6,0.37,0.7,12.15,39.0,21.0,158.0,9.983,3.0,0.73,9.3,white,6.0
6.5,0.38,0.34,3.4,36.0,34.0,200.0,9.937,3.14,0.76,10,white,5.0
6.6,0.24,0.29,2.0,23.0,19.0,86.0,0.99,3.25,0.45,12.5,white,6.0
7.0,0.17,0.31,4.8,34.0,34.0,132.0,9.944,3.36,0.48,9.6,white,7.0
5.5,0.16,0.22,4.5,0.03,30.0,102.0,9.938,3.24,0.36,9.4,white,6.0
7.0,0.24,0.51,11.0,29.0,55.0,227.0,9.965,3.03,0.61,9.5,white,5.0
7.4,0.28,0.36,1.1,28.0,42.0,105.0,9.893,2.99,0.39,12.4,white,7.0
7.0,0.22,0.28,1.5,37.0,29.0,115.0,9.927,3.11,0.55,10.5,white,6.0
7.1,0.55,0.13,1.7,73.0,21.0,165.0,994.0,2.97,0.58,9.2,white,6.0
6.3,0.22,0.33,1.7,41.0,67.0,164.0,9.928,3.32,0.56,10.4,white,6.0
6.7,0.47,0.34,8.9,43.0,31.0,172.0,9.964,3.22,0.6,9.2,white,5.0
5.9,0.36,0.41,1.3,47.0,45.0,104.0,9.917,3.33,0.51,10.6,white,6.0
5.8,0.25,0.24,13.3,44.0,41.0,137.0,9.972,3.34,0.42,9.5,white,5.0
6.7,0.47,0.34,8.9,43.0,31.0,172.0,9.964,3.22,0.6,9.2,white,5.0
6.2,0.37,0.3,6.6,346.0,79.0,200.0,9.954,3.29,0.58,9.6,white,5.0
6.2,0.18,0.38,1.5,28.0,36.0,117.0,993.0,3.47,0.54,9.7,white,6.0
6.0,0.16,0.37,1.5,25.0,43.0,117.0,9.928,3.46,0.51,9.7,white,6.0
6.6,0.34,0.28,1.3,35.0,32.0,90.0,9.916,3.1,0.42,10.7,white,6.0
7.4,0.29,0.29,1.6,45.0,53.0,180.0,9.936,3.34,0.68,10.5,white,6.0
7.4,0.26,0.31,7.6,47.0,52.0,177.0,9.962,3.13,0.45,8.9,white,6.0
7.0,0.28,0.36,1.0,35.0,8.0,70.0,9.899,3.09,0.46,12.1,white,6.0
7.1,0.23,0.39,1.6,32.0,12.0,65.0,9.898,3.25,0.4,12.7,white,7.0
7.8,0.19,0.26,8.9,39.0,42.0,182.0,996.0,3.18,0.46,9.9,white,6.0
6.3,0.19,0.28,1.8,22.0,28.0,158.0,9.907,3.2,0.64,11.4,white,6.0
6.8,0.2,0.38,4.7,0.04,27.0,103.0,994.0,3.37,0.58,10.7,white,6.0
5.7,0.44,0.13,7.0,25.0,28.0,173.0,9.913,3.33,0.48,12.5,white,6.0
7.2,0.4,0.62,10.8,41.0,70.0,189.0,9.976,3.08,0.49,8.6,white,4.0
6.8,0.23,0.32,1.6,26.0,43.0,147.0,9.904,3.29,0.54,12.5,white,6.0
5.7,335.0,0.34,1.0,0.04,13.0,174.0,992.0,3.27,0.66,10,white,5.0
7.2,0.4,0.62,10.8,41.0,70.0,189.0,9.976,3.08,0.49,8.6,white,4.0
7.2,0.28,0.54,16.7,45.0,54.0,200.0,999.0,3.08,0.49,9.5,white,6.0
6.8,0.19,0.58,14.2,38.0,51.0,164.0,9.975,3.12,0.48,9.6,white,6.0
6.4,0.3,0.3,2.25,38.0,8.0,210.0,9.937,3.2,0.62,9.9,white,6.0
6.5,0.3,0.29,2.25,37.0,8.0,210.0,9.937,3.19,0.62,9.9,white,5.0
7.8,0.18,0.31,12.2,53.0,46.0,140.0,998.0,3.06,0.53,8.9,white,6.0
7.8,0.18,0.31,12.2,53.0,46.0,140.0,998.0,3.06,0.53,8.9,white,6.0
7.3,0.51,0.26,3.3,0.09,7.0,135.0,9.944,3.01,0.52,8.8,white,5.0
6.0,0.24,0.27,1.9,48.0,40.0,170.0,9.938,3.64,0.54,10,white,7.0
5.9,0.62,0.28,3.5,39.0,55.0,152.0,9.907,3.44,0.44,12,white,6.0
6.0,0.24,0.27,1.9,48.0,40.0,170.0,9.938,3.64,0.54,10,white,7.0
6.7,0.27,0.12,1.3,41.0,62.0,138.0,9.921,3.21,0.42,10,white,6.0
7.8,0.34,0.35,1.8,42.0,8.0,167.0,9.908,3.11,0.41,12.1,white,6.0
7.3,0.26,0.36,5.2,0.04,31.0,141.0,9.931,3.16,0.59,11,white,6.0
7.4,0.36,0.33,1.4,25.0,27.0,55.0,9.915,3.21,0.33,11.2,white,6.0
7.8,0.28,0.32,9.0,36.0,34.0,115.0,9.952,3.17,0.39,10.3,white,7.0
6.1,0.31,0.26,2.2,51.0,28.0,167.0,9.926,3.37,0.47,10.4,white,6.0
6.8,0.18,0.37,1.6,55.0,47.0,154.0,9.934,3.08,0.45,9.1,white,5.0
7.4,0.15,0.42,1.7,45.0,49.0,154.0,992.0,3.0,0.6,10.4,white,6.0
5.9,0.13,0.28,1.9,0.05,20.0,78.0,9.918,3.43,0.64,10.8,white,6.0
7.2,0.34,0.34,12.6,48.0,7.0,41.0,9.942,3.19,0.4,11.7,white,5.0
7.9,0.19,0.26,2.1,39.0,8.0,143.0,9.942,3.05,0.74,9.8,white,5.0
7.9,0.19,0.26,2.1,39.0,8.0,143.0,9.942,3.05,0.74,9.8,white,5.0
6.9,0.25,0.4,1.3,38.0,22.0,101.0,9.901,3.03,0.39,11.4,white,6.0
5.8,0.36,0.32,1.7,33.0,22.0,96.0,9.898,3.03,0.38,11.2,white,6.0
5.6,0.35,0.37,1.0,38.0,6.0,72.0,9.902,3.37,0.34,11.4,white,5.0
5.9,0.32,0.39,3.3,114.0,24.0,140.0,9.934,3.09,0.45,9.2,white,6.0
7.2,0.31,0.46,5.0,0.04,3.0,29.0,9.906,3.04,0.53,12.5,white,4.0
6.1,0.28,0.22,1.8,34.0,32.0,116.0,9.898,3.36,0.44,12.6,white,6.0
5.2,0.36,0.02,1.6,31.0,24.0,104.0,9.896,3.44,0.35,12.2,white,6.0
5.6,0.19,0.47,4.5,0.03,19.0,112.0,9.922,3.56,0.45,11.2,white,6.0
6.4,0.1,0.35,4.9,48.0,31.0,103.0,9.947,3.43,0.79,9.7,white,6.0
6.4,0.18,0.48,4.0,186.0,64.0,150.0,9.945,3.06,0.4,9.3,white,5.0
7.4,0.25,0.36,13.2,67.0,53.0,178.0,9.976,3.01,0.48,9,white,6.0
7.4,0.25,0.36,13.2,67.0,53.0,178.0,9.976,3.01,0.48,9,white,6.0
7.4,0.25,0.36,13.2,67.0,53.0,178.0,9.976,3.01,0.48,9,white,6.0
7.9,345.0,0.51,15.3,47.0,54.0,171.0,9.987,3.09,0.51,9.1,white,5.0
7.9,345.0,0.51,15.3,47.0,54.0,171.0,9.987,3.09,0.51,9.1,white,5.0
7.4,0.25,0.36,13.2,67.0,53.0,178.0,9.976,3.01,0.48,9,white,6.0
6.1,0.24,0.3,1.5,45.0,22.0,61.0,992.0,3.31,0.54,10.4,white,5.0
6.8,0.25,0.24,4.55,53.0,41.0,211.0,9.955,3.37,0.67,9.5,white,6.0
6.7,0.31,0.31,9.9,0.04,10.0,175.0,9.953,3.46,0.55,11.4,white,4.0
7.2,0.46,0.65,10.4,0.05,76.0,192.0,9.976,3.16,0.42,8.7,white,5.0
5.5,0.35,0.35,1.1,45.0,14.0,167.0,992.0,3.34,0.68,9.9,white,6.0
6.7,0.24,0.41,8.7,36.0,29.0,148.0,9.952,3.22,0.62,9.9,white,6.0
6.8,0.28,0.17,13.9,47.0,49.0,162.0,9.983,3.21,0.51,9,white,6.0
6.4,0.16,0.22,1.4,0.04,41.0,149.0,9.933,3.49,0.58,10,white,6.0
6.3,0.26,0.24,7.2,39.0,38.0,172.0,9.958,3.49,0.64,9.7,white,6.0
7.7,0.22,0.42,1.9,52.0,10.0,87.0,9.922,3.3,0.49,11.8,white,6.0
6.5,0.18,0.31,1.7,44.0,30.0,127.0,9.928,3.49,0.5,10.2,white,7.0
7.2,0.46,0.65,10.4,0.05,76.0,192.0,9.976,3.16,0.42,8.7,white,5.0
7.0,0.3,0.51,13.6,0.05,40.0,168.0,9.976,3.07,0.52,9.6,white,7.0
9.2,0.25,0.34,1.2,26.0,31.0,93.0,9.916,2.93,0.37,11.3,white,7.0
7.8,0.28,0.34,1.6,28.0,32.0,118.0,9.901,3.0,0.38,12.1,white,7.0
7.0,0.3,0.51,13.6,0.05,40.0,168.0,9.976,3.07,0.52,9.6,white,7.0
7.8,0.28,0.34,1.6,28.0,32.0,118.0,9.901,3.0,0.38,12.1,white,7.0
9.2,0.25,0.34,1.2,26.0,31.0,93.0,9.916,2.93,0.37,11.3,white,7.0
8.4,0.35,0.71,12.2,46.0,22.0,160.0,9.982,2.98,0.65,9.4,white,5.0
6.1,0.41,0.24,1.6,49.0,16.0,137.0,993.0,3.32,0.5,10.4,white,6.0
5.9,0.21,0.24,12.1,44.0,53.0,165.0,9.969,3.25,0.39,9.5,white,5.0
7.2,0.34,0.44,4.2,47.0,51.0,144.0,991.0,3.01,0.76,12.3,white,6.0
6.7,0.21,0.42,9.1,49.0,31.0,150.0,9.953,3.12,0.74,9.9,white,7.0
5.9,0.37,0.1,1.6,57.0,39.0,128.0,9.924,3.24,0.48,10.1,white,5.0
7.7,0.34,0.27,8.8,63.0,39.0,184.0,9.969,3.09,0.63,9.2,white,6.0
7.4,0.3,0.22,1.4,46.0,16.0,135.0,9.928,3.08,0.77,10.4,white,7.0
6.8,0.51,0.3,4.2,66.0,38.0,165.0,9.945,3.2,0.42,9.1,white,5.0
7.8,0.22,0.38,10.3,59.0,28.0,99.0,9.967,3.12,0.47,10,white,6.0
7.2,0.35,0.34,12.4,51.0,6.0,37.0,9.944,3.13,0.39,11.5,white,6.0
6.0,0.26,0.5,2.2,48.0,59.0,153.0,9.928,3.08,0.61,9.8,white,5.0
6.1,0.26,0.51,2.2,0.05,61.0,154.0,9.929,3.08,0.6,9.8,white,6.0
6.5,0.28,0.27,5.2,0.04,44.0,179.0,9.948,3.19,0.69,9.4,white,6.0
7.4,0.41,0.66,10.8,51.0,77.0,194.0,9.976,3.05,0.46,8.7,white,5.0
6.5,0.28,0.29,2.7,38.0,26.0,107.0,9.912,3.32,0.41,11.6,white,7.0
6.7,0.34,0.54,16.3,47.0,44.0,181.0,9.987,3.04,0.56,8.8,white,5.0
7.2,0.2,0.34,2.7,32.0,49.0,151.0,0.99,3.16,0.39,12.7,white,7.0
7.4,0.2,0.33,1.9,35.0,39.0,138.0,991.0,3.17,0.44,11.7,white,7.0
8.2,0.22,0.3,1.8,47.0,47.0,185.0,9.933,3.13,0.5,10.2,white,6.0
8.2,0.23,0.29,1.8,47.0,47.0,187.0,9.933,3.13,0.5,10.2,white,6.0
7.1,0.22,0.33,2.8,33.0,48.0,153.0,9.899,3.15,0.38,12.7,white,7.0
6.5,0.28,0.29,2.7,38.0,26.0,107.0,9.912,3.32,0.41,11.6,white,7.0
6.0,0.38,0.26,6.0,34.0,42.0,134.0,9.912,3.38,0.38,12.3,white,7.0
7.4,0.41,0.66,10.8,51.0,77.0,194.0,9.976,3.05,0.46,8.7,white,5.0
5.7,0.18,0.22,4.2,42.0,25.0,111.0,994.0,3.35,0.39,9.4,white,5.0
7.3,0.3,0.22,6.4,56.0,44.0,168.0,9.947,3.13,0.35,10.1,white,6.0
7.4,0.24,0.22,10.7,42.0,26.0,81.0,9.954,2.86,0.36,9.7,white,6.0
6.6,0.25,0.3,1.6,46.0,32.0,134.0,993.0,3.42,0.51,10.1,white,7.0
7.4,0.24,0.22,10.7,42.0,26.0,81.0,9.954,2.86,0.36,9.7,white,6.0
7.4,0.26,0.3,7.9,49.0,38.0,157.0,9.963,3.13,0.48,8.9,white,6.0
6.1,0.32,0.25,1.7,34.0,37.0,136.0,992.0,3.47,0.5,10.8,white,7.0
6.9,0.28,0.27,2.1,36.0,42.0,121.0,9.926,3.42,0.49,10.8,white,7.0
7.0,0.23,0.33,5.8,0.04,25.0,136.0,995.0,3.19,0.58,9.5,white,6.0
7.1,0.31,0.5,14.5,59.0,6.0,148.0,9.983,2.94,0.44,9.1,white,5.0
7.3,0.2,0.37,1.2,37.0,48.0,119.0,992.0,3.32,0.49,10.9,white,6.0
6.9,0.41,0.33,10.1,43.0,28.0,152.0,9.968,3.2,0.52,9.4,white,5.0
6.4,0.45,0.07,1.1,0.03,10.0,131.0,9.905,2.97,0.28,10.8,white,5.0
6.4,475.0,0.06,1.0,0.03,9.0,131.0,9.904,2.97,0.29,10.8,white,5.0
6.3,0.27,0.38,0.9,51.0,7.0,140.0,9.926,3.45,0.5,10.5,white,7.0
6.9,0.41,0.33,10.1,43.0,28.0,152.0,9.968,3.2,0.52,9.4,white,5.0
7.0,0.29,0.37,4.9,34.0,26.0,127.0,9.928,3.17,0.44,10.8,white,6.0
5.9,0.27,0.29,11.4,36.0,31.0,115.0,9.949,3.35,0.48,10.5,white,8.0
None,0.19,0.4,1.4,36.0,14.0,55.0,9.909,3.08,0.68,11.5,white,7.0
6.7,0.3,0.35,1.4,0.18,36.0,160.0,9.937,3.11,0.54,9.4,white,6.0
7.2,0.24,0.4,1.4,45.0,31.0,106.0,9.914,2.88,0.38,10.8,white,6.0
6.4,0.45,0.07,1.1,0.03,10.0,131.0,9.905,2.97,0.28,10.8,white,5.0
6.4,475.0,0.06,1.0,0.03,9.0,131.0,9.904,2.97,0.29,10.8,white,5.0
6.3,0.26,0.49,1.5,52.0,34.0,134.0,9.924,2.99,0.61,9.8,white,6.0
6.3,0.26,0.49,1.5,52.0,34.0,134.0,9.924,2.99,0.61,9.8,white,6.0
7.3,0.25,0.29,7.5,49.0,38.0,158.0,9.965,3.43,0.38,9.6,white,5.0
7.3,0.25,0.29,7.5,49.0,38.0,158.0,9.965,3.43,0.38,9.6,white,5.0
6.1,0.28,0.25,17.75,44.0,48.0,161.0,9.993,3.34,0.48,9.5,white,5.0
7.4,0.37,0.35,5.7,61.0,12.0,94.0,9.965,3.48,0.69,10.7,white,6.0
6.5,0.36,0.28,3.2,37.0,29.0,119.0,9.908,3.25,0.65,12.4,white,8.0
7.4,0.24,0.4,4.3,32.0,9.0,95.0,992.0,3.09,0.39,11.1,white,6.0
7.5,0.23,0.68,11.0,47.0,37.0,133.0,9.978,2.99,0.38,8.8,white,5.0
7.5,0.21,0.68,10.9,45.0,38.0,133.0,9.978,3.0,0.36,8.7,white,5.0
7.5,0.21,0.68,10.9,45.0,38.0,133.0,9.978,3.0,0.36,8.7,white,5.0
7.5,0.23,0.68,11.0,47.0,37.0,133.0,9.978,2.99,0.38,8.8,white,5.0
7.8,0.32,0.33,2.4,37.0,18.0,101.0,9.912,3.21,0.65,11.7,white,7.0
7.8,0.26,0.27,1.9,51.0,52.0,195.0,9.928,3.23,0.5,10.9,white,6.0
7.7,0.24,0.27,1.8,51.0,52.0,190.0,9.928,3.23,0.5,10.8,white,6.0
7.4,0.19,0.3,1.4,57.0,33.0,135.0,993.0,3.12,0.5,9.6,white,6.0
6.5,0.46,0.41,16.8,84.0,59.0,222.0,9.993,3.18,0.58,9,white,5.0
6.5,0.26,0.43,8.9,83.0,50.0,171.0,9.965,2.85,0.5,9,white,5.0
5.3,0.32,0.12,6.6,43.0,22.0,141.0,9.937,3.36,0.6,10.4,white,6.0
7.2,0.24,0.34,1.1,45.0,3.0,64.0,9.913,3.23,0.51,11.4,white,5.0
6.0,0.36,0.06,1.4,66.0,27.0,128.0,9.934,3.26,0.55,9.3,white,5.0
6.2,0.24,0.29,13.3,39.0,49.0,130.0,9.952,3.33,0.46,11,white,8.0
7.6,0.56,0.12,10.4,96.0,22.0,177.0,9.983,3.32,0.45,9.1,white,4.0
7.0,0.32,0.24,6.2,48.0,31.0,228.0,9.957,3.23,0.62,9.4,white,6.0
7.0,0.32,0.24,6.2,48.0,31.0,228.0,9.957,3.23,0.62,9.4,white,6.0
5.8,0.31,0.33,1.2,36.0,23.0,99.0,9.916,3.18,0.6,10.5,white,6.0
7.0,0.23,0.42,18.05,0.05,35.0,144.0,9.999,3.22,0.42,8.8,white,5.0
7.0,0.23,0.42,18.05,0.05,35.0,144.0,9.999,3.22,0.42,8.8,white,5.0
6.9,0.24,0.33,4.8,0.04,16.0,131.0,9.936,3.26,0.64,10.7,white,6.0
6.0,0.29,0.2,12.6,45.0,45.0,187.0,9.972,3.33,0.42,9.5,white,5.0
6.1,0.17,0.28,4.5,33.0,46.0,150.0,9.933,3.43,0.49,10.9,white,6.0
5.9,0.14,0.25,4.5,27.0,34.0,140.0,9.934,3.49,0.51,10.8,white,6.0
6.2,0.17,0.28,4.7,37.0,39.0,133.0,9.931,3.41,0.46,10.8,white,7.0
7.4,0.28,0.25,11.9,53.0,25.0,148.0,9.976,3.1,0.62,9.2,white,5.0
5.6,0.35,0.14,5.0,46.0,48.0,198.0,9.937,3.3,0.71,10.3,white,5.0
5.8,335.0,0.14,5.8,46.0,49.0,197.0,9.937,3.3,0.71,10.3,white,5.0
5.6,235.0,0.29,1.2,47.0,33.0,127.0,991.0,3.34,0.5,11,white,7.0
6.1,0.28,0.25,12.9,54.0,34.0,189.0,9.979,3.25,0.43,9,white,4.0
6.3,0.21,0.33,13.9,46.0,68.0,179.0,9.971,3.36,0.5,10.4,white,6.0
6.4,0.24,0.28,11.5,0.05,34.0,163.0,9.969,3.31,0.45,9.5,white,5.0
6.4,0.24,0.29,11.4,51.0,32.0,166.0,9.968,3.31,0.45,9.5,white,5.0
6.3,0.26,0.25,7.8,58.0,44.0,166.0,9.961,3.24,0.41,9,white,5.0
6.5,0.33,0.72,1.1,61.0,7.0,151.0,993.0,3.09,0.57,9.5,white,4.0
7.4,105.0,0.34,12.2,0.05,57.0,146.0,9.973,3.16,0.37,9,white,6.0
6.0,0.32,0.12,5.9,41.0,34.0,190.0,9.944,3.16,0.72,10,white,5.0
7.1,0.26,0.34,14.4,67.0,35.0,189.0,9.986,3.07,0.53,9.1,white,7.0
7.1,0.26,0.34,14.4,67.0,35.0,189.0,9.986,3.07,0.53,9.1,white,7.0
7.1,0.26,0.34,14.4,67.0,35.0,189.0,9.986,3.07,0.53,9.1,white,7.0
7.1,0.26,0.34,14.4,67.0,35.0,189.0,9.986,3.07,0.53,9.1,white,7.0
5.9,0.24,0.26,12.3,53.0,34.0,134.0,9.972,3.34,0.45,9.5,white,6.0
